Date,Plant_ID,Production_Volume,Defect_Rate,CO2_Emissions_kg,Delivery_OnTime_%,Customer_NPS,Inventory_Level
2023-12-19,PLT002,1962,1.88,2649,92.92,41,5343
2023-12-20,PLT002,3106,3.38,5010,82.02,80,4569
2023-12-21,PLT002,3259,2.76,5147,99.43,53,17010
2023-12-22,PLT002,1344,1.86,2307,82.94,75,15913
2023-12-23,PLT002,3245,1.38,1550,95.33,87,11690
2023-12-24,PLT002,1851,2.06,4708,80.7,64,7916
2023-12-25,PLT002,935,2.69,1555,92.49,25,13192
2023-12-26,PLT002,2007,2.81,5164,90.93,80,6923
2023-12-27,PLT002,2375,1.34,2243,84.16,77,14428
2023-12-28,PLT002,2698,2.61,4376,92.86,61,8545
2023-12-29,PLT002,2745,2.4,1579,92.34,46,18429
2023-12-30,PLT002,2308,3.37,5972,95.97,55,7925
2023-12-31,PLT002,2095,3.28,5440,97.52,50,7252
2024-01-01,PLT002,2299,2.83,4466,90.2,14,15584
2024-01-02,PLT002,2608,2.61,5228,89.81,75,14522
2024-01-03,PLT002,2285,1.18,1625,92.43,14,11558
2024-01-04,PLT002,3088,3.01,1718,94.58,72,7392
2024-01-05,PLT002,2200,1.67,2447,87.12,12,6617
2024-01-06,PLT002,2143,1.17,5873,90.09,17,16312
2024-01-07,PLT002,1420,1.53,2094,91.7,35,9935
2024-01-08,PLT002,2706,2.97,1640,99.77,83,8355
2024-01-09,PLT002,909,0.78,4393,91.75,62,6013
2024-01-10,PLT002,1883,1.76,4555,84.48,85,5927
2024-01-11,PLT002,3325,1.88,3130,91.76,93,14736
2024-01-12,PLT002,2556,0.42,2376,96.39,38,9332
2024-01-13,PLT002,2560,0.93,5705,97.15,23,10258
2024-01-14,PLT002,3099,2.95,4160,96.01,14,8547
2024-01-15,PLT002,1619,2.96,4890,97.76,36,16987
2024-01-16,PLT002,1972,1.24,3529,86.7,77,10915
2024-01-17,PLT002,1758,3.1,4052,90.15,38,7719
2024-01-18,PLT002,2216,2.77,5111,95.59,12,19849
2024-01-19,PLT002,2503,1.64,2540,85.29,39,15865
2024-01-20,PLT002,949,2.69,1814,87.43,18,13743
2024-01-21,PLT002,3478,3.38,4959,96.62,10,5682
2024-01-22,PLT002,1045,1.77,5672,95.4,32,4384
2024-01-23,PLT002,1814,1.06,4525,99.42,76,8708
2024-01-24,PLT002,2362,3.31,4446,99.92,41,17729
2024-01-25,PLT002,3189,2.23,4736,84.81,15,7036
2024-01-26,PLT002,1480,0.64,5180,98.01,86,14458
2024-01-27,PLT002,2484,2.13,4606,81.89,58,11023
2024-01-28,PLT002,1382,1.9,3037,94.2,24,8652
2024-01-29,PLT002,2149,3.04,5372,84.4,67,19422
2024-01-30,PLT002,1572,2.0,3367,86.01,62,8445
2024-01-31,PLT002,1530,1.12,2661,98.93,39,4389
2024-02-01,PLT002,1561,2.46,5420,85.26,85,19139
2024-02-02,PLT002,3366,2.04,5382,93.46,49,18712
2024-02-03,PLT002,1887,1.05,4256,83.56,68,6918
2024-02-04,PLT002,2446,2.14,3412,81.87,72,6113
2024-02-05,PLT002,1549,2.93,1764,86.79,57,5142
2024-02-06,PLT002,1868,0.39,5928,92.48,77,4745
2024-02-07,PLT002,2000,2.32,2802,84.96,16,10151
2024-02-08,PLT002,3456,1.42,2694,86.0,56,5730
2024-02-09,PLT002,1340,1.24,3026,94.17,52,18050
2024-02-10,PLT002,1820,1.56,5104,82.06,25,16314
2024-02-11,PLT002,1669,1.39,5894,88.94,31,8385
2024-02-12,PLT002,2243,2.96,3748,98.83,72,8123
2024-02-13,PLT002,2726,1.18,2658,87.94,55,7230
2024-02-14,PLT002,1162,2.65,5867,88.68,54,15408
2024-02-15,PLT002,2477,0.6,5013,94.76,50,6514
2024-02-16,PLT002,3406,3.34,3578,95.58,34,5769
2024-02-17,PLT002,1898,2.29,2644,95.39,59,12299
2024-02-18,PLT002,1599,2.56,1568,99.96,76,17178
2024-02-19,PLT002,3249,1.25,5217,81.43,61,6486
2024-02-20,PLT002,2503,1.62,4508,99.65,40,8298
2024-02-21,PLT002,2141,1.02,2326,99.0,46,12968
2024-02-22,PLT002,2025,3.28,2669,97.04,31,17277
2024-02-23,PLT002,3235,1.86,2483,89.08,36,11992
2024-02-24,PLT002,2090,2.32,5477,97.42,11,10444
2024-02-25,PLT002,1905,2.65,4834,84.42,31,10021
2024-02-26,PLT002,935,1.49,3840,95.83,62,14125
2024-02-27,PLT002,1643,2.6,3515,83.7,26,10046
2024-02-28,PLT002,2664,2.46,2952,96.31,65,12629
2024-02-29,PLT002,1252,2.56,3633,92.29,93,13226
2024-03-01,PLT002,2822,1.87,2539,81.96,40,4836
2024-03-02,PLT002,972,1.53,5713,97.91,52,8702
2024-03-03,PLT002,2276,1.01,4966,91.56,81,4641
2024-03-04,PLT002,2814,2.94,4526,93.12,62,7174
2024-03-05,PLT002,1993,2.25,5757,85.67,14,5808
2024-03-06,PLT002,3372,1.72,4247,97.43,11,11653
2024-03-07,PLT002,1607,3.32,5762,90.9,68,10253
2024-03-08,PLT002,2704,0.45,5895,88.42,13,7875
2024-03-09,PLT002,1855,3.02,4995,90.69,43,12834
2024-03-10,PLT002,3464,3.49,5355,94.07,76,12894
2024-03-11,PLT002,3375,3.14,2061,93.9,93,19452
2024-03-12,PLT002,1059,2.89,3703,87.15,82,6848
2024-03-13,PLT002,3096,1.5,4919,87.71,15,15109
2024-03-14,PLT002,2635,1.04,2644,91.24,67,7612
2024-03-15,PLT002,2485,2.65,4199,98.49,56,11062
2024-03-16,PLT002,966,1.27,3051,94.91,14,13914
2024-03-17,PLT002,3328,0.86,5521,87.81,70,13040
2024-03-18,PLT002,957,2.82,2060,86.74,65,6554
2024-03-19,PLT002,1241,1.3,2687,90.47,44,10320
2024-03-20,PLT002,2053,3.23,4633,97.4,22,5462
2024-03-21,PLT002,2095,2.99,4911,80.17,35,9962
2024-03-22,PLT002,2132,3.01,3189,94.21,73,10811
2024-03-23,PLT002,3301,2.77,5907,85.89,88,16021
2024-03-24,PLT002,2394,3.12,3923,84.17,20,15974
2024-03-25,PLT002,2721,2.88,2869,80.24,71,4510
2024-03-26,PLT002,1015,2.23,2080,97.93,89,6156
2024-03-27,PLT002,1561,1.25,2476,98.24,56,6919
2024-03-28,PLT002,2365,3.14,5772,81.23,79,9191
2024-03-29,PLT002,3400,2.99,3856,90.44,84,10632
2024-03-30,PLT002,2768,1.81,1618,83.05,67,12924
2024-03-31,PLT002,3234,0.43,3042,95.17,19,18616
2024-04-01,PLT002,1916,2.34,4543,93.31,25,15142
2024-04-02,PLT002,1210,0.46,2472,85.94,21,16152
2024-04-03,PLT002,1107,3.26,2415,82.34,80,5237
2024-04-04,PLT002,3393,3.38,2937,96.62,59,5480
2024-04-05,PLT002,1532,0.91,2086,93.49,24,19946
2024-04-06,PLT002,3002,2.46,1850,80.14,68,14657
2024-04-07,PLT002,1556,0.6,4062,92.56,79,6010
2024-04-08,PLT002,2323,2.63,3370,96.21,71,10897
2024-04-09,PLT002,2831,1.41,1772,91.82,92,9629
2024-04-10,PLT002,3462,2.48,4427,88.49,81,8757
2024-04-11,PLT002,2579,1.49,5858,91.68,71,11490
2024-04-12,PLT002,1136,0.77,4939,92.39,59,17489
2024-04-13,PLT002,1247,1.6,4541,92.8,86,6735
2024-04-14,PLT002,1529,0.66,5448,99.34,63,8199
2024-04-15,PLT002,2440,2.15,3264,83.57,63,11286
2024-04-16,PLT002,2903,0.43,5790,92.46,37,14951
2024-04-17,PLT002,2171,1.99,3270,83.76,60,18917
2024-04-18,PLT002,1263,3.14,3022,84.2,83,10200
2024-04-19,PLT002,3268,2.98,2331,93.39,42,19768
2024-04-20,PLT002,1185,3.12,2061,98.32,10,4577
2024-04-21,PLT002,1048,3.25,5040,83.18,94,12079
2024-04-22,PLT002,2007,0.63,5636,99.25,78,17369
2024-04-23,PLT002,3353,0.71,2979,86.39,10,18452
2024-04-24,PLT002,1355,2.08,5966,87.83,64,15688
2024-04-25,PLT002,2666,3.16,2705,83.07,94,4818
2024-04-26,PLT002,1699,3.42,2156,92.32,93,11188
2024-04-27,PLT002,2084,0.45,5440,91.93,54,8174
2024-04-28,PLT002,1912,1.44,2089,88.85,82,18135
2024-04-29,PLT002,3407,0.98,5826,89.52,89,5889
2024-04-30,PLT002,2423,2.72,2871,92.46,49,4558
2024-05-01,PLT002,3456,2.35,5251,91.67,70,6933
2024-05-02,PLT002,1380,0.68,5259,87.49,45,17994
2024-05-03,PLT002,2586,1.85,3600,97.68,33,13811
2024-05-04,PLT002,3061,2.49,3384,93.35,89,18443
2024-05-05,PLT002,2501,2.79,2247,84.11,23,19134
2024-05-06,PLT002,3308,0.36,1963,86.4,84,19630
2024-05-07,PLT002,1240,3.15,2253,95.76,10,10831
2024-05-08,PLT002,2910,2.12,2082,82.09,56,9949
2024-05-09,PLT002,3396,2.9,3705,95.0,85,11643
2024-05-10,PLT002,2766,2.89,5614,87.18,30,4069
2024-05-11,PLT002,1734,0.91,5650,91.03,82,18722
2024-05-12,PLT002,2103,0.65,5527,85.61,48,5189
2024-05-13,PLT002,2625,2.61,4853,99.73,12,6902
2024-05-14,PLT002,2589,0.8,4308,98.12,25,17369
2024-05-15,PLT002,1210,3.02,5103,98.57,77,17762
2024-05-16,PLT002,1161,2.62,5413,83.7,35,8340
2024-05-17,PLT002,2342,2.99,2919,96.83,63,15308
2024-05-18,PLT002,1305,1.26,3667,90.71,22,12875
2024-05-19,PLT002,3090,1.31,3644,94.16,70,9895
2024-05-20,PLT002,1241,2.45,3667,84.35,29,11550
2024-05-21,PLT002,2239,0.4,3060,94.24,92,9697
2024-05-22,PLT002,1143,2.62,2676,98.29,36,7910
2024-05-23,PLT002,1389,2.97,2768,85.35,11,15964
2024-05-24,PLT002,911,1.63,5087,84.67,19,19120
2024-05-25,PLT002,1460,2.75,2666,82.09,69,12262
2024-05-26,PLT002,941,0.86,5075,85.34,28,9984
2024-05-27,PLT002,1493,1.33,4341,90.72,24,11715
2024-05-28,PLT002,2352,3.42,3370,96.65,56,13454
2024-05-29,PLT002,2726,3.46,5429,85.58,33,11747
2024-05-30,PLT002,2593,1.94,3767,92.42,25,6155
2024-05-31,PLT002,1033,3.29,4386,89.59,90,17519
2024-06-01,PLT002,1847,1.97,1659,85.77,69,11956
2024-06-02,PLT002,972,1.23,4158,90.21,89,17009
2024-06-03,PLT002,1298,1.15,5263,83.36,91,16589
2024-06-04,PLT002,2328,3.27,2555,92.79,58,17741
2024-06-05,PLT002,1029,0.85,1833,82.31,13,13563
2024-06-06,PLT002,2711,2.15,5096,94.62,75,19466
2024-06-07,PLT002,2901,2.08,2391,83.55,58,5915
2024-06-08,PLT002,1165,2.67,4487,99.96,40,18863
2024-06-09,PLT002,2460,1.9,5947,96.47,75,11918
2024-06-10,PLT002,2885,1.17,2862,86.88,63,17717
2024-06-11,PLT002,1692,0.84,2425,88.52,11,18213
2024-06-12,PLT002,3200,2.29,3943,85.18,70,15997
2024-06-13,PLT002,2212,2.6,4077,95.34,24,17239
2024-06-14,PLT002,1063,2.12,5480,87.61,69,8351
2024-06-15,PLT002,994,2.66,3905,95.1,52,11468
2024-06-16,PLT002,2705,0.75,2919,80.37,49,17241
2024-06-17,PLT002,2033,3.12,4375,82.71,94,11067
2024-06-18,PLT002,3283,2.16,1559,87.3,39,9264
2024-06-19,PLT002,1721,0.71,4024,82.18,72,9795
2024-06-20,PLT002,1137,1.78,5297,92.02,33,13739
2024-06-21,PLT002,3328,3.0,4159,81.02,53,18897
2024-06-22,PLT002,3430,3.17,5596,97.2,23,16090
2024-06-23,PLT002,2860,1.15,3078,95.23,37,8455
2024-06-24,PLT002,1948,2.58,5906,84.33,23,11691
2024-06-25,PLT002,2576,0.62,4605,89.68,65,15747
2024-06-26,PLT002,3429,0.41,2207,89.04,43,5213
2024-06-27,PLT002,1863,2.09,3280,94.5,87,10439
2024-06-28,PLT002,1436,2.52,3913,88.03,21,14332
2024-06-29,PLT002,2503,2.85,4906,80.66,65,17441
2024-06-30,PLT002,2879,1.39,3661,85.47,70,13052
2024-07-01,PLT002,1027,0.32,5039,89.32,70,13181
2024-07-02,PLT002,991,1.83,2108,99.49,49,16771
2024-07-03,PLT002,1442,0.35,1808,97.62,29,6923
2024-07-04,PLT002,1745,0.59,5807,83.63,51,5432
2024-07-05,PLT002,2581,1.35,3864,94.47,16,4340
2024-07-06,PLT002,2751,1.7,1684,98.74,88,11381
2024-07-07,PLT002,3394,1.19,1745,80.18,82,14569
2024-07-08,PLT002,1289,2.16,1738,94.42,77,18206
2024-07-09,PLT002,2784,0.48,2019,89.19,40,19134
2024-07-10,PLT002,942,0.76,5407,93.6,79,5198
2024-07-11,PLT002,1153,2.52,1776,92.11,85,13659
2024-07-12,PLT002,1983,0.75,5528,99.69,56,8296
2024-07-13,PLT002,3414,2.35,5809,85.78,60,19976
2024-07-14,PLT002,3234,0.47,2105,95.72,67,17030
2024-07-15,PLT002,2440,1.6,5553,84.69,31,12186
2024-07-16,PLT002,2853,0.87,4212,88.71,33,8193
2024-07-17,PLT002,3292,0.65,1641,99.51,43,19462
2024-07-18,PLT002,1541,2.11,5161,95.32,72,17864
2024-07-19,PLT002,3329,3.27,3869,86.32,69,12113
2024-07-20,PLT002,1589,0.48,3217,92.39,28,19510
2024-07-21,PLT002,2176,1.65,4927,80.99,33,13483
2024-07-22,PLT002,2850,2.56,3824,85.33,73,8934
2024-07-23,PLT002,1979,1.78,3344,94.37,29,12543
2024-07-24,PLT002,2386,2.88,1899,91.4,36,10610
2024-07-25,PLT002,1356,0.87,4063,89.39,67,13493
2024-07-26,PLT002,1882,3.37,3022,93.82,53,15831
2024-07-27,PLT002,3030,1.53,2834,87.97,74,7087
2024-07-28,PLT002,2022,1.39,4123,80.52,55,10073
2024-07-29,PLT002,1048,3.1,1738,88.82,63,4455
2024-07-30,PLT002,2252,2.1,4715,98.04,48,9853
2024-07-31,PLT002,2079,1.95,5147,97.13,16,7250
2024-08-01,PLT002,1089,2.63,3116,88.18,63,13349
2024-08-02,PLT002,1782,2.16,3929,80.44,52,4257
2024-08-03,PLT002,3210,0.82,5152,92.73,29,14301
2024-08-04,PLT002,1299,2.46,3221,94.82,93,4481
2024-08-05,PLT002,1508,0.73,2772,85.88,34,17788
2024-08-06,PLT002,2695,2.88,4639,89.53,52,17287
2024-08-07,PLT002,2538,3.47,4378,99.84,94,8730
2024-08-08,PLT002,2475,1.51,3035,91.53,82,15305
2024-08-09,PLT002,3048,1.72,2035,87.02,36,5396
2024-08-10,PLT002,2282,0.45,2448,92.55,34,19732
2024-08-11,PLT002,2303,0.34,4142,83.6,45,9418
2024-08-12,PLT002,1719,3.25,5441,83.99,75,9171
2024-08-13,PLT002,1719,0.71,2521,98.5,18,17690
2024-08-14,PLT002,1319,1.73,1933,84.78,92,10073
2024-08-15,PLT002,1023,2.91,2903,86.22,88,11059
2024-08-16,PLT002,1321,3.15,5011,90.88,62,10455
2024-08-17,PLT002,2408,1.96,4435,97.99,30,14818
2024-08-18,PLT002,2497,2.11,5764,95.63,59,10202
2024-08-19,PLT002,1667,2.44,4833,80.88,25,18639
2024-08-20,PLT002,2944,3.38,3102,93.86,75,10178
2024-08-21,PLT002,3430,2.23,1728,90.08,35,4647
2024-08-22,PLT002,3466,2.09,5717,89.51,53,17298
2024-08-23,PLT002,3102,0.35,3696,93.83,38,5611
2024-08-24,PLT002,3039,0.56,4399,83.92,55,16017
2024-08-25,PLT002,2449,2.15,1610,99.63,80,16780
2024-08-26,PLT002,3402,3.3,2744,92.91,58,16778
2024-08-27,PLT002,2664,3.07,5659,87.31,24,14460
2024-08-28,PLT002,2944,3.44,4185,92.0,26,7884
2024-08-29,PLT002,1409,1.99,5301,84.33,18,17908
2024-08-30,PLT002,2106,2.82,5367,92.68,86,18458
2024-08-31,PLT002,1285,2.99,2877,80.56,41,14946
2024-09-01,PLT002,2497,2.37,3271,86.82,75,17413
2024-09-02,PLT002,3352,1.38,1512,94.95,68,18106
2024-09-03,PLT002,3193,1.8,5834,96.16,41,8982
2024-09-04,PLT002,1641,3.05,4761,85.06,93,7586
2024-09-05,PLT002,2811,1.26,2162,90.79,52,15576
2024-09-06,PLT002,2346,3.26,4592,90.57,92,11673
2024-09-07,PLT002,1800,1.04,2193,88.43,68,10080
2024-09-08,PLT002,3012,2.7,4890,84.57,39,16781
2024-09-09,PLT002,3160,2.32,2681,94.06,20,4758
2024-09-10,PLT002,2909,2.7,4518,85.05,89,17971
2024-09-11,PLT002,1141,1.7,3004,98.22,35,19558
2024-09-12,PLT002,3440,3.28,3402,90.57,11,4632
2024-09-13,PLT002,3285,2.32,5671,97.41,43,11848
2024-09-14,PLT002,2920,1.22,1828,85.81,50,15776
2024-09-15,PLT002,1072,2.34,2939,96.14,40,4329
2024-09-16,PLT002,1571,1.22,5346,82.27,72,19980
2024-09-17,PLT002,1063,1.24,5667,95.34,64,15211
2024-09-18,PLT002,1364,1.58,1724,87.74,70,18211
2024-09-19,PLT002,1396,3.03,4020,89.4,94,9446
2024-09-20,PLT002,1599,1.9,5214,83.34,45,12201
2024-09-21,PLT002,3342,2.47,3907,80.37,49,16245
2024-09-22,PLT002,1602,1.55,2310,93.32,32,14366
2024-09-23,PLT002,2840,1.14,4617,91.75,35,4984
2024-09-24,PLT002,3255,3.35,4790,92.45,27,4668
2024-09-25,PLT002,2691,2.23,5886,85.1,88,14470
2024-09-26,PLT002,1082,3.29,3751,84.79,43,17326
2024-09-27,PLT002,1528,0.95,4029,96.61,37,18822
2024-09-28,PLT002,3457,0.77,2423,95.23,58,4441
2024-09-29,PLT002,2631,3.04,4552,86.74,73,6925
2024-09-30,PLT002,1445,2.48,1515,92.76,80,8020
2024-10-01,PLT002,2487,0.9,5096,96.56,72,9677
2024-10-02,PLT002,1523,1.16,3903,97.78,71,12465
2024-10-03,PLT002,1493,2.86,5951,80.12,51,8713
2024-10-04,PLT002,1643,1.75,5510,96.27,33,13218
2024-10-05,PLT002,2668,2.45,4146,87.01,44,6373
2024-10-06,PLT002,2359,1.32,2601,94.37,86,16540
2024-10-07,PLT002,2848,1.52,4475,87.43,64,13749
2024-10-08,PLT002,2968,3.47,2590,92.12,58,7126
2024-10-09,PLT002,3344,1.09,4406,92.94,86,6933
2024-10-10,PLT002,1004,1.92,3246,88.1,68,12639
2024-10-11,PLT002,3139,3.0,5809,90.26,92,7368
2024-10-12,PLT002,916,1.07,3220,94.53,31,15885
2024-10-13,PLT002,1292,1.63,1948,89.53,94,10516
2024-10-14,PLT002,1324,2.27,4512,80.28,70,7806
2024-10-15,PLT002,3076,1.84,5004,80.26,89,16756
2024-10-16,PLT002,1471,1.77,3068,93.23,39,19095
2024-10-17,PLT002,2976,1.46,4686,96.94,78,9255
2024-10-18,PLT002,2020,2.18,4991,95.71,69,19168
2024-10-19,PLT002,1141,2.3,4046,86.21,15,12066
2024-10-20,PLT002,3179,2.39,5975,89.42,94,16188
2024-10-21,PLT002,1688,0.53,2547,84.68,20,15509
2024-10-22,PLT002,1614,2.32,2564,99.78,33,12261
2024-10-23,PLT002,1658,3.35,5321,85.21,88,16768
2024-10-24,PLT002,1675,2.03,2067,88.33,60,14769
2024-10-25,PLT002,3147,2.59,2936,93.62,28,8585
2024-10-26,PLT002,978,2.08,4205,97.52,59,8598
2024-10-27,PLT002,1755,3.04,3983,81.03,90,15248
2024-10-28,PLT002,3414,3.27,5279,86.02,12,9817
2024-10-29,PLT002,2339,0.89,4294,91.38,12,4116
2024-10-30,PLT002,3396,1.7,3360,92.37,40,19616
2024-10-31,PLT002,3034,1.56,4836,81.4,56,5813
2024-11-01,PLT002,3048,1.6,3390,93.28,17,18942
2024-11-02,PLT002,1931,0.7,5791,90.56,26,17206
2024-11-03,PLT002,1744,2.9,2597,96.55,54,4903
2024-11-04,PLT002,986,0.41,3138,84.44,69,16715
2024-11-05,PLT002,2990,1.99,3158,83.9,84,19474
2024-11-06,PLT002,1307,2.42,2625,95.87,30,12685
2024-11-07,PLT002,2568,0.96,1763,94.08,79,10205
2024-11-08,PLT002,1047,3.2,4492,95.83,30,7858
2024-11-09,PLT002,3224,2.98,1660,95.64,67,18138
2024-11-10,PLT002,1131,1.81,2756,82.08,64,18832
2024-11-11,PLT002,2850,1.62,1810,85.57,37,6683
2024-11-12,PLT002,1265,1.06,1726,85.2,90,8175
2024-11-13,PLT002,2574,2.64,1772,98.69,91,7730
2024-11-14,PLT002,1335,0.72,5912,89.75,84,10628
2024-11-15,PLT002,1298,2.48,3422,82.22,55,9141
2024-11-16,PLT002,2134,3.0,4657,85.79,53,16882
2024-11-17,PLT002,2314,1.03,3838,97.44,34,9443
2024-11-18,PLT002,3446,3.07,3101,96.94,80,5540
2024-11-19,PLT002,3487,0.41,5218,98.01,58,18596
2024-11-20,PLT002,1462,3.22,3922,87.77,55,12088
2024-11-21,PLT002,3389,0.68,3425,92.83,72,11959
2024-11-22,PLT002,2184,2.37,2066,85.56,86,18464
2024-11-23,PLT002,1672,1.1,4415,83.62,21,4625
2024-11-24,PLT002,3297,2.98,1751,80.44,87,16571
2024-11-25,PLT002,2937,1.94,3854,84.47,66,19406
2024-11-26,PLT002,3467,0.73,5001,92.09,82,9972
2024-11-27,PLT002,2243,2.13,3811,98.08,73,17499
2024-11-28,PLT002,3085,1.61,3615,82.67,40,10162
2024-11-29,PLT002,2473,2.42,3102,98.36,13,18934
2024-11-30,PLT002,1891,3.12,4770,86.91,63,10797
2024-12-01,PLT002,3315,1.61,2013,88.54,92,8858
2024-12-02,PLT002,2146,1.23,1941,87.3,74,4837
2024-12-03,PLT002,1259,0.35,1500,88.17,15,14207
2024-12-04,PLT002,1820,2.14,2402,85.18,74,6015
2024-12-05,PLT002,3276,1.59,2720,93.97,31,15271
2024-12-06,PLT002,3410,1.5,3821,95.16,26,9156
2024-12-07,PLT002,1862,0.89,2355,96.46,68,17909
2024-12-08,PLT002,2727,1.68,2517,86.83,38,12263
2024-12-09,PLT002,2513,3.45,3720,95.29,76,15644
2024-12-10,PLT002,2540,1.25,5004,92.75,26,19625
2024-12-11,PLT002,3116,2.22,1695,99.16,11,11234
2024-12-12,PLT002,1116,2.78,2832,88.5,41,8748
2024-12-13,PLT002,1277,2.7,3017,99.85,31,16070
2024-12-14,PLT002,1018,1.35,4197,94.81,67,4063
2024-12-15,PLT002,1089,2.25,5954,95.53,62,12221
2024-12-16,PLT002,1269,3.09,4607,80.51,56,16163
2024-12-17,PLT002,2701,0.35,2557,89.95,13,8652
2024-12-18,PLT002,3096,1.69,4205,90.57,47,10789
2024-12-19,PLT002,1551,1.02,3563,80.81,22,11183
2024-12-20,PLT002,2782,1.54,4292,86.24,70,6325
2024-12-21,PLT002,2411,1.63,1920,99.11,73,9850
2024-12-22,PLT002,1669,2.69,4314,88.52,86,8372
2024-12-23,PLT002,3321,0.6,4340,83.73,93,10364
2024-12-24,PLT002,1680,1.94,2531,90.27,42,17504
2024-12-25,PLT002,2616,2.11,2991,80.68,47,8765
2024-12-26,PLT002,3107,1.88,3385,90.32,38,11191
2024-12-27,PLT002,3298,2.64,2009,91.89,70,6879
2024-12-28,PLT002,2211,1.53,3359,87.15,41,6188
2024-12-29,PLT002,2149,3.32,3358,95.25,20,6781
2024-12-30,PLT002,1422,1.84,2413,82.71,27,16313
2023-01-01,PLT003,1421,2.13,3565,97.56,54,6145
2023-01-02,PLT003,1682,2.94,4466,99.11,30,4275
2023-01-03,PLT003,3220,1.18,5337,80.02,21,18908
2023-01-04,PLT003,1835,0.54,3096,96.85,29,19227
2023-01-05,PLT003,3130,2.56,5942,90.12,16,5266
2023-01-06,PLT003,2588,1.85,2555,89.23,80,16165
2023-01-07,PLT003,1387,3.17,2523,84.77,11,10576
2023-01-08,PLT003,2750,3.44,4704,88.95,52,8104
2023-01-09,PLT003,1745,1.58,2075,99.01,30,15135
2023-01-10,PLT003,3071,1.63,1698,84.22,38,19204
2023-01-11,PLT003,3361,1.61,2865,83.58,41,15172
2023-01-12,PLT003,2903,1.34,3498,84.84,54,6319
2023-01-13,PLT003,2648,2.8,2516,91.04,85,18083
2023-01-14,PLT003,1585,2.73,5118,98.61,86,4031
2023-01-15,PLT003,3060,1.83,1525,91.48,68,4851
2023-01-16,PLT003,3069,0.44,3058,84.87,12,12796
2023-01-17,PLT003,2467,1.29,5224,88.81,48,19838
2023-01-18,PLT003,2145,1.24,4958,87.81,60,15391
2023-01-19,PLT003,938,2.9,4856,80.93,17,9868
2023-01-20,PLT003,3444,0.58,3867,90.21,55,14256
2023-01-21,PLT003,1679,2.88,1970,82.52,75,11720
2023-01-22,PLT003,2156,2.44,3967,96.84,15,15736
2023-01-23,PLT003,3096,2.64,2385,90.98,67,14540
2023-01-24,PLT003,2827,1.68,2375,96.89,50,5807
2023-01-25,PLT003,1201,2.48,2441,99.12,88,16051
2023-01-26,PLT003,3185,2.25,4541,98.86,63,16329
2023-01-27,PLT003,1546,2.76,2071,82.01,85,18089
2023-01-28,PLT003,1562,1.73,5649,98.9,50,10195
2023-01-29,PLT003,3183,1.81,2104,95.91,57,10331
2023-01-30,PLT003,2659,2.36,5920,95.55,79,10063
2023-01-31,PLT003,3150,0.65,5029,81.8,36,14390
2023-02-01,PLT003,1155,1.7,5860,83.59,56,11411
2023-02-02,PLT003,1497,3.41,1881,99.5,86,16064
2023-02-03,PLT003,1561,0.42,2736,84.27,32,7562
2023-02-04,PLT003,1134,1.31,3880,83.38,83,7198
2023-02-05,PLT003,2268,1.31,5279,87.25,23,8504
2023-02-06,PLT003,3481,2.33,3605,98.27,70,11985
2023-02-07,PLT003,1669,0.64,3017,89.52,76,14084
2023-02-08,PLT003,3488,2.31,3033,98.41,85,19971
2023-02-09,PLT003,1112,0.6,4794,86.69,34,16631
2023-02-10,PLT003,1362,0.6,4940,84.53,74,10734
2023-02-11,PLT003,3383,2.63,4989,89.9,33,18006
2023-02-12,PLT003,1182,1.34,5445,92.31,62,15361
2023-02-13,PLT003,2386,3.43,2370,87.83,82,19427
2023-02-14,PLT003,2330,0.42,3650,86.92,59,10989
2023-02-15,PLT003,987,1.72,4732,84.36,10,6947
2023-02-16,PLT003,1967,0.66,4731,85.5,48,8123
2023-02-17,PLT003,1360,1.42,5266,93.46,83,15292
2023-02-18,PLT003,3225,3.49,4707,87.4,53,16113
2023-02-19,PLT003,3368,3.14,5993,81.6,14,16921
2023-02-20,PLT003,2624,0.45,5987,82.76,77,16499
2023-02-21,PLT003,2276,2.1,5326,87.45,81,8783
2023-02-22,PLT003,1414,2.37,3112,98.49,89,15880
2023-02-23,PLT003,1602,0.97,2577,87.58,74,9599
2023-02-24,PLT003,2553,0.76,2800,81.21,88,4071
2023-02-25,PLT003,2966,3.19,3658,88.36,24,19850
2023-02-26,PLT003,922,3.4,3771,93.38,59,14349
2023-02-27,PLT003,3360,3.47,4029,91.87,15,13328
2023-02-28,PLT003,1953,2.83,4760,85.58,75,9516
2023-03-01,PLT003,2730,2.42,1863,93.76,78,16519
2023-03-02,PLT003,3055,1.41,2345,92.61,48,16269
2023-03-03,PLT003,2204,0.85,4532,83.44,38,12234
2023-03-04,PLT003,2034,0.55,2827,83.24,55,8360
2023-03-05,PLT003,3083,2.52,4662,90.94,40,5831
2023-03-06,PLT003,1261,2.81,1891,93.19,33,4045
2023-03-07,PLT003,3076,2.94,4755,99.24,24,12174
2023-03-08,PLT003,2799,3.22,3559,88.44,85,15833
2023-03-09,PLT003,2184,3.12,4737,95.3,29,11392
2023-03-10,PLT003,1414,3.5,3546,82.33,13,10071
2023-03-11,PLT003,1348,1.08,5741,97.79,67,5675
2023-03-12,PLT003,2823,2.74,2805,92.66,86,11268
2023-03-13,PLT003,2406,2.18,4394,92.58,70,15544
